created_at	name	screen_name	description	lang	location	verified	status_lang	status_text	time_zone	contributors_enabled	default_profile	default_profile_image	favourites_count	follow_request_sent	followers_count	following	friends_count	geo_enabled	has_extended_profile	id_str	is_translation_enabled	is_translator	listed_count	notifications	profile_background_color	profile_background_image_url	profile_background_tile	profile_banner_url	profile_image_url	profile_link_color	profile_sidebar_border_color	profile_sidebar_fill_color	profile_text_color	profile_use_background_image	protected	status_contributors	status_coordinates	status_created_at	status_favorite_count	status_favorited	status_geo	status_id_str	status_in_reply_to_screen_name	status_in_reply_to_status_id_str	status_in_reply_to_user_id_str	status_is_quote_status	status_latitude	status_longitude	status_place	status_possibly_sensitive	status_retweet_count	status_retweeted	status_source	status_truncated	statuses_count	url	utc_offset	account_type
Thu Nov 03 13:35:57 +0000 2011	August Chillson	dr_unkard	part time doctor	en	pittsburgh, pa	False	en	The pickle as an indicator of a lunch's status	Atlantic Time (Canada)	False	False	False	8	False	64	False	147	False	False	404118864	False	False	0	False	D51D5B	http://pbs.twimg.com/profile_background_images/359491265/xb84efd1f363d90b978ee720e13fccd8.jpg	False	https://pbs.twimg.com/profile_banners/404118864/1353431201	http://pbs.twimg.com/profile_images/1633528334/IMAG0465-1_normal.jpg	041F3C	1E051D	5A8895	3B2E5A	True	False		False	Wed Aug 19 13:09:12 +0000 2015	8.0	False		633989088757084160				False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	829		-10800.0	1
Thu Jul 22 09:36:10 +0000 2010	Charlotte Wilson	charlotte_suzie	am 22 engaged to the most wonderful man ever an we have a 3 month old son who is the reason i smile everyday i love him millions	en	liverpool england	False	en	I dont know wot am doin on this twitter i jst dont understand it am out		False	True	False	0	False	0	False	3	False	False	169431487	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/1083495811/image_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Jul 22 10:03:08 +0000 2010	0.0	False		19243530096				False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	1	http://t.co/FOUJKxiWGz		1
Fri May 30 03:44:16 +0000 2014	Yo-Yo Ma So Fat	yoyomasofat	Humo(u)r, food, music.  3 pillars.	en		False	en	Yo-Yo Ma So Fat, her Brahms is triple-G		False	True	False	0	False	10	False	21	False	False	2534043732	False	False	1	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/472226262845370368/PNRdszVu_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Tue May 17 19:16:03 +0000 2016	6.0	False		732650907578597386				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	19			3
Sun Jan 25 14:59:25 +0000 2015	Thomas White	HRDirectorWhite	Come Join This Great Gta IV Clan We Patrol Daily Have Great Members **We are not part of any Real life Emergency Service  Join Here http://t.co/L33VPVdHQ1	en		False	en	@Support im part of this clan who use twitter as a social media is there a way i can give people permission to post without giving them my		False	False	False	6	False	48	False	498	False	False	2995981436	False	False	0	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/559365198205562880/UcawP5YJ_normal.png	4A913C	000000	000000	000000	False	False		False	Sun Jan 25 20:22:28 +0000 2015	1.0	False		559446225112412160	Support		17874544.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	6	http://t.co/UYXa3ZJ4EF		2
Thu Feb 14 08:55:17 +0000 2013	Tiffany Hwang	rapperhmy89	[FreeYadong_Ent] Roleplayer of Tiffany SNSD :D | Yadong version of HMY | Yuri? Sismance? Lesbian? here #yuriunited	en		False	en	@SexyRapperYubin check again		False	True	False	0	False	19	False	16	False	False	1178176928	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1178176928/1360832466	http://pbs.twimg.com/profile_images/3251645258/01866f965dbd5ef03774de6fb78b1e8d_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Feb 15 09:40:51 +0000 2013	0.0	False		302351760561930240	Arethastel		1126776931.0	False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	45			1
Sat Dec 21 16:25:24 +0000 2013	莫乙答	Cvchildren	我喜欢我的世界，this world	zh-CN		False	en	RT @BowenBBC: Beirut tempest. Surf crashing on the corniche. Snow in mountains &amp; Bekaa another disaster for Syrian refugees. http://t.co/Qd…		False	True	False	0	False	0	False	7	False	False	2236651300	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2236651300/1387643656	http://pbs.twimg.com/profile_images/414433671165509633/mBLBjCFd_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sat Dec 21 23:24:04 +0000 2013	0.0	False		414536780571213824				False				False	17.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	3			3
Tue Jul 03 11:01:51 +0000 2012	gaga i love you.	_unicorn28	damn, you were in my sex dreams.	it	-	False	en	RT @ladygaga: I cant that is so cute! Ah!! RT @BrittneyRichich: so my sister wanted to dress up as Lady Gaga from the VMA's http://t.co/vlb…		False	False	False	1	False	82	False	464	False	False	625465166	False	False	1	False	FFFFFF	http://pbs.twimg.com/profile_background_images/622605051/wz9vfcbj6ogwn9ahikly.jpeg	True	https://pbs.twimg.com/profile_banners/625465166/1378307176	http://pbs.twimg.com/profile_images/378800000410860978/29a9503cfd9a93cc1add5fa77c879e6a_normal.png	F29EF1	FFFFFF	DDEEF6	333333	False	False		False	Mon Sep 09 15:51:07 +0000 2013	0.0	False		377096839939358721				False				False	7221.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	660			1
Sat Jan 15 05:28:30 +0000 2011	AgentsDp.com	AgentsDp	AgentsDP.com uses state-of-the-art sports call centers, you can turn your local bookmaking operation into a genuine offshore sportsbook.Call now 888-777-5613.	en	Las Vegas	False	en	Prince Fielder, among the few high-impact free agents this winter, is one the Blue Jays need the most.	Central Time (US & Canada)	False	True	False	3	False	2	False	4	False	False	238445868	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/1222964701/AgentsDP_crown_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Sep 01 19:15:19 +0000 2011	0.0	False		109343596183949312				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	32	http://www.agentsdp.com	-18000.0	2
Sun Jul 19 14:12:45 +0000 2015	Cath Larsen	cath_is_a_pengu	hi❤️ Cath here! I just want too say I'm a penguin	en		False	en	@Nashgrier right now because I just came home from school but you're making my day better than it is		False	True	False	788	False	10	False	50	False	False	3383165704	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3383165704/1437317295	http://pbs.twimg.com/profile_images/632522250932080640/ZGnePJOf_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Mon Sep 07 13:26:35 +0000 2015	0.0	False		640878834838077444	Nashgrier	6.4087604066e+17	310072711.0	False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	34			1
Thu Dec 26 03:19:01 +0000 2013	Luke St.Laurent	LukeStLaurent	Minecraft,bacon,gta,ps4,walking dead,;)	en		False	en	@VincentParedes2 hi vinny ur aswome duede		False	True	True	0	False	6	False	99	False	False	2262236952	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Dec 26 04:32:38 +0000 2013	0.0	False		416063983955632128	VincentParedes2		2262298471.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	6			1
Fri Sep 20 16:39:53 +0000 2013	Joseph Hodapp	freedom546	I am a parkourist of 4 years, and will always love and continue my dream of becoming a professional parkourist	en		False	en	@jrmguitar93 HEY, MY FIRST TWEET EVER!!!!!! I love you Jacob,as a brother of course.But I still love you! Congrats bro! Please Write Back!!!		False	True	False	0	False	8	False	37	False	False	1887060354	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/378800000483386467/03edf377403477c00e4889030a58d472_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Sep 20 16:56:12 +0000 2013	1.0	False		381099487634001920	jrmguitar93		735977160.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	1			1
Sun Aug 17 16:22:11 +0000 2014	Hi-Life Hi-Fi	HiLifeHiFi	Hosting and promoting african, world and bass heavy club nights and gigs in and around Bristol!     hilifehifi@gmail.com	en	Bristol	False	en	RT @thefixmag: We go Sub-Saharan on @ColpeyCalling x The Fix with a @HiLifeHiFi guest mix - tune in at 10pm http://t.co/swA4F3FKOR http://t…		False	False	False	15	False	82	False	401	False	False	2740004046	False	False	1	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2740004046/1408525080	http://pbs.twimg.com/profile_images/501045515178373121/kgCvqkZY_normal.jpeg	2DB300	000000	000000	000000	False	False		False	Thu Apr 16 10:37:11 +0000 2015	0.0	False		588652351399014400				False				False	2.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	22	https://t.co/VcLPbtof5U		2
Fri Feb 01 02:20:40 +0000 2013	Mel-t	MeltusD	I love Chelsea FC... Frank Lampard,my hero	en	St.lucia	False	en	Why do niggas lie on their dick, pathetic		False	False	False	1	False	10	False	68	False	False	1138494607	False	False	0	False	C0DEED	http://pbs.twimg.com/profile_background_images/816629948/0b7172ee3e27cfa2e0f9fbd0030de2e9.jpeg	False	https://pbs.twimg.com/profile_banners/1138494607/1390135614	http://pbs.twimg.com/profile_images/424885737499029505/EQ14UzBF_normal.jpeg	0084B4	000000	DDEEF6	333333	True	False		False	Mon Apr 14 20:44:44 +0000 2014	0.0	False		455808896163008512				False					0.0	False	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"	False	175			1
Sat May 31 14:14:13 +0000 2014	❤️5SOS❤️	5secs_0f_summer	❤️Here for 5sos❤️0/4	en-GB		False	en	RT @cxlumsvegemite: RT FOR A DM TO LUKE HEMMINGS   FREE BECAUSE SPAMMING LINK http://t.co/HVAd0WZY51		False	True	False	7	False	22	False	49	False	False	2573900535	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2573900535/1407415822	http://pbs.twimg.com/profile_images/497364017355440128/tYGu7mwe_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Jul 27 09:22:02 +0000 2014	0.0	False		493325430003625984				False				False	69.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	10			3
Thu Feb 28 02:12:46 +0000 2013	Shawn Silva	Shawn_Silva	Sexy and I know it	en		False	en	RT @KevinHart4real: This new iPhone is about to have woman stealing there mans thumb prints in the middle of the night! I'm sleeping with g…		False	True	False	0	False	22	False	31	False	False	1226488705	False	False	1	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/3317718304/b273ef64b21db3bcca83b07375a36270_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Tue Sep 24 00:07:11 +0000 2013	0.0	False		382295111360454656				False					5815.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	12			1
Tue Dec 10 06:16:06 +0000 2013	diya	diya47_diya	Do my best by myself and I'll be the best of the best	en		False	in	Ramalan Cinta Lewat Telapak Tangan http://t.co/vFE5MjCFrd		False	False	False	11	False	21	False	51	False	False	2238682704	False	False	0	False	7A67B8	http://pbs.twimg.com/profile_background_images/378800000168615618/Z0fyTScv.jpeg	False	https://pbs.twimg.com/profile_banners/2238682704/1389792090	http://pbs.twimg.com/profile_images/423449375826640896/AGpz62l7_normal.jpeg	0084B4	FFFFFF	DDEEF6	333333	True	False		False	Sat Dec 06 10:40:24 +0000 2014	0.0	False		541180349535903744				False				False	0.0	False	"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>"	False	16			1
Mon Aug 10 23:16:24 +0000 2015	BCMCTV	bcmctv	Bowie Community Media Corporation City of Bowie TV Studio	en	Bowie, MD	False	en	@drsamrobbins Thanks for following @bcmctv our Bowie, MD TV Studio! We support you with a follow back!		False	True	False	48	False	67	False	273	False	False	3413852080	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3413852080/1440972604	http://pbs.twimg.com/profile_images/638106938069381120/oTe_k911_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sat Sep 12 14:55:53 +0000 2015	0.0	False		642713246122704896	drsamrobbins		158682750.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	63			2
Sun Dec 14 05:37:54 +0000 2014	『間けっでぱい絵ヴ』	Zejiboujiki	「パイなんっでぱい」【I'm no one. I don't want to be anyone. All I care about is completing Tsuki No Me Keikaku.】 [NarutoRP/DetailedRP]	en		False	en	|| It's late so let's see how shitty of a Solo I can do. Also, quick fact, I've never done a solo before. Kek.		False	False	False	26	False	433	False	536	False	False	2929300196	False	False	2	False	ABB8C2	http://pbs.twimg.com/profile_background_images/544025181207818240/MPPFiMEp.jpeg	True	https://pbs.twimg.com/profile_banners/2929300196/1418569762	http://pbs.twimg.com/profile_images/580408791533010944/v2zUXChP_normal.jpg	ABB8C2	000000	000000	000000	True	False		False	Sun Dec 13 01:59:40 +0000 2015	0.0	False		675857586369912832				False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	284			3
Tue Apr 17 02:50:13 +0000 2012	Dark G!rl	M4RT1N3Z21	#Lovatic #Harmonizer #BodySay 7/27. #Laurengirl.. Camren is real y la biblia lo dice. Queen Dinah. @ddlovato	es	Narnia 	False	nl	RT @LaurenMJSpain: #Video | Lauren en el Snapchat de @itsSeanBankhead https://t.co/tfliConl9s	Bogota	False	False	False	17843	False	434	False	978	True	True	555618856	False	False	4	False	1A1B1F	http://pbs.twimg.com/profile_background_images/871388514/cc4dd378856cb0b80504d82cffb09620.jpeg	True	https://pbs.twimg.com/profile_banners/555618856/1471306516	http://pbs.twimg.com/profile_images/766784109788160000/qT55QFLH_normal.jpg	981CEB	FFFFFF	DDEEF6	333333	True	False		False	Tue Aug 23 03:31:23 +0000 2016	0.0	False		767927188956020736				False				False	181.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	12778		-18000.0	1
Mon Feb 09 15:40:02 +0000 2015	Ευαγγελια Γιακουμη	evakikoum5	My name is Eva.I am 16 years old and I live Thessaloniki3	el		False	und	http://t.co/BQNImAIxYy		False	True	False	5	False	30	False	74	False	False	3026594795	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/564813023412760576/t11gNWSK_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Feb 15 20:37:18 +0000 2015	1.0	False		567060101266411521				False				False	0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	3			1
Tue Dec 29 10:53:07 +0000 2015	ImContent Agency	imcontentagency	We create #content to inspire actions! Join us in this movement!:) #graphicdesign #visual #infographics #presentations	en		False	en	Who in the U.S drinks regularly? Be careful this weekend :) #infographics #dataviz https://t.co/TNg11PKITd	Mountain Time (US & Canada)	False	False	False	105	False	147	False	338	False	False	4642210227	False	False	25	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/4642210227/1454324959	http://pbs.twimg.com/profile_images/694116113072984065/QTStfUFL_normal.jpg	89C9FA	000000	000000	000000	False	False		False	Fri Feb 19 22:58:07 +0000 2016	5.0	False		700816660786257920				False				False	2.0	False	"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"	False	72	https://t.co/WLkF6G9d9H	-21600.0	2
Mon Dec 22 16:02:29 +0000 2014	Lars Solbakken	KingSolbakken	13y/o Norway Oslo Northbeach	nb		False	en	Just got my free server from @Trianglegs! Check out http://t.co/DgWmZpKGSu for yours!		False	True	False	3	False	17	False	35	False	False	2937080979	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2937080979/1422363800	http://pbs.twimg.com/profile_images/560060483529871360/EcocnLMi_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Jun 17 17:57:47 +0000 2015	0.0	False		611231276591398912				False				False	0.0	False	"<a href=""http://triangle.gs"" rel=""nofollow"">Triangle.gs</a>"	False	19			1
Thu Jul 10 02:20:08 +0000 2014	saved	graceheelbig	occasionally @gracehelbigg	en		False	en	@lisamxriemac thank u thank u thank u		False	True	True	1	False	0	False	1	False	False	2693449425	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Aug 29 19:56:42 +0000 2014	0.0	False		505443948928978944				False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	22			3
Thu Jun 04 03:26:34 +0000 2015	Kira Trimble	Kakra_Zyizaiza	I am Kakra Zyizaiza. aka Kira Trimble/ Cortnie Trimble. I am a mother , a wife , a lover . I study Astronomy and Astrophysics ,Cosmology. SETI .I heart ET	en	NGC224	False	en	RT @SPACEdotcom: The Most Extreme Stargazing Objects in the Night Sky http://t.co/UdamioM25M http://t.co/iHv1jIOV8j		False	True	False	222	False	9	False	84	True	False	3235691419	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3235691419/1439883671	http://pbs.twimg.com/profile_images/649141067984408576/-O5aNLzI_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Oct 16 17:10:40 +0000 2015	0.0	False		655068350800793601				False				False	54.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	55			1
Sun Mar 22 11:51:18 +0000 2009	sarah jayne	sarahjayne68	I am ME... Don't claim to be anyone else. xxxx	en		False	nl	@Brett1974 Hello stranger... x	London	False	False	False	15	False	47	False	242	True	True	25809083	False	False	0	False	EDECE9	http://abs.twimg.com/images/themes/theme3/bg.gif	False		http://pbs.twimg.com/profile_images/499092346446053376/3wcJeCcU_normal.jpeg	AF17BD	D3D2CF	E3E2DE	634047	True	False		False	Tue Aug 09 16:30:16 +0000 2016	0.0	False		763049769824579584	Brett1974		37898235.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	60		3600.0	1
Fri Jan 23 23:11:46 +0000 2009	Theryn C. Bond 	SuprProducr114	TCB describes the Best Been making news And chasing news since '86 Denzel•Hillary•Queen Latifah Kevin Hart•Jurnee Smollett Bell•David Tutera Etc.	en	Hollywood	False	en	I went to work We saved him from a fan Then we got lost in a maze I was just being myself He… https://t.co/26wGJLZgqy	Pacific Time (US & Canada)	False	False	False	6	False	696	False	2065	True	False	19421093	False	False	19	False	642D8B	http://pbs.twimg.com/profile_background_images/251579952/breaking_news.jpg	True	https://pbs.twimg.com/profile_banners/19421093/1430529345	http://pbs.twimg.com/profile_images/2544230298/SuprProducr114_normal.jpg	FF0000	65B0DA	7AC3EE	3D1957	True	False		False	Fri Aug 19 06:25:21 +0000 2016	0.0	False		766521414316793856				False				False	0.0	False	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	False	52009		-25200.0	1
Sun Oct 19 11:18:31 +0000 2014	Hack Life	HackLifeUK	Hack Life started as an idea fueled by “Make use of what you have.” Influenced through our love and passion for the Skateboard,Games & Street art culture.	en	UK	False	en	15 secs of life. Make use of what you got.#SkateEverything #SkateAndCreate #GoPro #Freshtodeath @skateogram @YouTube http://t.co/DSKUVsxj3z		False	False	False	3	False	10	False	68	False	False	2837106490	False	False	0	False	FFFFFF	http://pbs.twimg.com/profile_background_images/523806302896549888/iIGjJ_1y.jpeg	True	https://pbs.twimg.com/profile_banners/2837106490/1413719890	http://pbs.twimg.com/profile_images/523797277001777152/d1Zj8y7O_normal.png	000000	000000	DDEEF6	333333	True	False		False	Tue Jan 27 12:28:57 +0000 2015	8.0	False		560051833537044480				False				False	0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	21	http://t.co/3r1LUMSShB		2
Fri Mar 21 03:44:36 +0000 2014	Samantha Boomgaarden	SamBoomgaarden	Hold a degree in chemical engineering.  In college I served in the US Army Reserve MP Company.  Currently work as the Operations Manager for Alluvionic Inc.	en	Satellite Beach, FL	False	en	RT @PMInstitute: New at PMI: #Requirements Management Center of Excellence, Business Analysis (PMI-PBA) credential, and much more. http://t…	Eastern Time (US & Canada)	False	True	True	1	False	6	False	22	False	False	2400885446	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sat Mar 29 01:41:48 +0000 2014	0.0	False		449723063593340928				False				False	20.0	False	"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>"	False	1	http://t.co/8YOHoG62Yv	-14400.0	1
Sat Jan 07 03:36:48 +0000 2012	Amanda Brianne	MandWise	Some people are going to leave, but that's not the end of your story. That's the end of their part in your story.	en	West Palm Beach, FL	False	en	RT @FRIENDSHlP: Don't lie to the girl of your life for the hoe of the night.	Eastern Time (US & Canada)	False	False	False	111	False	118	False	226	False	False	457178828	False	False	0	False	1A1A14	http://pbs.twimg.com/profile_background_images/434685692/wallpaper5.png	True		http://pbs.twimg.com/profile_images/2522999538/s21j58gxtmmos5dcqd7z_normal.jpeg	0F8781	D3D2CF	E3E2DE	634047	True	False		False	Sat Jun 28 05:43:23 +0000 2014	0.0	False		482761156898324480				False					181.0	False	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>"	False	1782		-14400.0	1
Tue Jan 08 03:53:30 +0000 2013	NANA.	1127_abc_nana	Acid Black Cherry♡ぐでたま♡　　	ja		False	ja	つかれ‥‥‥‥‥た		False	True	False	1737	False	306	False	256	False	False	1069900710	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1069900710/1421469018	http://pbs.twimg.com/profile_images/727092912295542784/tcpmVET2_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Aug 10 04:17:41 +0000 2016	1.0	False		763227795581349888				False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	755			3
Mon Sep 07 01:38:00 +0000 2015	maulida_alva	alva_maulida	essentially happy if all lived together and full of solidarity.with you	en-gb	Banyuwangi, East Java	False	en	with dek #Danendra_Ramadhan https://t.co/gvXXUCF6A2		False	False	False	78	False	59	False	173	True	True	3476560692	False	False	0	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3476560692/1470367183	http://pbs.twimg.com/profile_images/761401912621019136/0h2zeiT1_normal.jpg	9266CC	000000	000000	000000	False	False		False	Fri Aug 05 04:12:59 +0000 2016	0.0	False		761414674541715457				False			{u'full_name': u'Sumbersari, Indonesia', u'url': u'https://api.twitter.com/1.1/geo/id/7fabe8f1632e11f8.json', u'country': u'Indonesia', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[113.6839379, -8.222226], [113.746492, -8.222226], [113.746492, -8.138227], [113.6839379, -8.138227]]]}, u'contained_within': [], u'country_code': u'ID', u'attributes': {}, u'id': u'7fabe8f1632e11f8', u'name': u'Sumbersari'}	False	0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	134			1
Tue Dec 04 14:15:49 +0000 2012	WexfordMaritimeFstvl	WexfordMaritime	Festival celebrating Commodore Barry & Wexford Maritime Heritage	en	Wexford, Ireland	False	en	Many many thanks to Frank Flanagan and his team in Wexford Marine Watch for all there help and support over the... https://t.co/HOTwP2VPBA	Casablanca	False	True	False	13	False	932	False	391	False	False	988852116	False	False	5	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/988852116/1463898929	http://pbs.twimg.com/profile_images/462867177112993792/Dl73weGQ_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Jun 29 22:37:32 +0000 2016	1.0	False		748284293923889152				False				False	0.0	False	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	False	258	http://t.co/iQP5t1Bda0	3600.0	2
Sun Apr 29 01:42:25 +0000 2012	Rio B. I.	rioibarra	I watched c-beams glitter in the dark near the Tannhäuser Gate.	en	Austin, Texas	False	en	RT @EugeneMirman: I hope the new Star Wars starts the morning after that big Ewok party, with everyone hung over talking about the errands …	Central Time (US & Canada)	False	False	False	104	False	90	False	294	True	False	565970073	False	False	1	False	C0DEED	http://pbs.twimg.com/profile_background_images/561519552/ZZ67393E3A-550x419.jpeg	True		http://pbs.twimg.com/profile_images/421473550331936768/55sAU1sU_normal.jpeg	B30000	C0DEED	DDEEF6	333333	True	False		False	Wed Dec 16 16:25:11 +0000 2015	0.0	False		677162568012591104				False					392.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	935		-18000.0	1
Mon Feb 16 09:33:44 +0000 2015	shannon!!	zaynmainland	STAY HAPPY	en-AU		False	sv	@NiallJmes_Horan tysm!! 💝💝		False	True	False	11	False	18	False	297	False	False	3022180626	False	False	1	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3022180626/1425462148	http://pbs.twimg.com/profile_images/569336797281267712/hW4fG7U9_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Mon Apr 20 04:15:32 +0000 2015	0.0	False		590005856055398401	merijaanzayn_	5.89700108503e+17	3050064371.0	False					1.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	199			1
